symbol,sector,company_name
RITCO,Unknown,Ritco Logistics Limited
RITES,Unknown,RITES Limited
RKDL,Unknown,Ravi Kumar Distilleries Limited
RKEC,Unknown,RKEC Projects Limited
RKFORGE,Unknown,Ramkrishna Forgings Limited
RKSWAMY,Unknown,R K Swamy Limited
RMC,Unknown,RMC Switchgears Limited
RML,Unknown,Rane (Madras) Limited
RNBDENIMS,Unknown,R&B Denims Limited
ROHLTD,Unknown,Royal Orchid Hotels Limited
ROLEXRINGS,Unknown,Rolex Rings Limited
ROML,Unknown,Raj Oil Mills Limited
ROSSARI,Unknown,Rossari Biotech Limited
ROSSELLIND,Unknown,Rossell India Limited
ROSSTECH,Unknown,Rossell Techsys Limited
ROTO,Unknown,Roto Pumps Limited
ROUTE,Unknown,ROUTE MOBILE LIMITED
RPEL,Unknown,Raghav Productivity Enhancers Limited
RPGLIFE,Unknown,RPG Life Sciences Limited
RPOWER,Unknown,Reliance Power Limited
RPPINFRA,Unknown,R.P.P. Infra Projects Limited
RPSGVENT,Unknown,RPSG VENTURES LIMITED
RPTECH,Unknown,Rashi Peripherals Limited
RRECL,Unknown,RDB Real Estate Constructions Limited
RRIL,Unknown,RRIL Limited
RRKABEL,Unknown,R R Kabel Limited
RSL,Unknown,Rajputana Stainless Limited
RSSOFTWARE,Unknown,R. S. Software (India) Limited
RSYSTEMS,Unknown,R Systems International Limited
RTNINDIA,Unknown,RattanIndia Enterprises Limited
RTNPOWER,Unknown,RattanIndia Power Limited
RTSPOWR,Unknown,RTS Power Corporation Limited
RUBFILA,Unknown,Rubfila International Limited
RUBICON,Unknown,Rubicon Research Limited
RUCHINFRA,Unknown,Ruchi Infrastructure Limited
RUCHIRA,Unknown,Ruchira Papers Limited
RUDRA,Unknown,Rudra Global Infra Products Limited
RUPA,Unknown,Rupa & Company Limited
RUSHIL,Unknown,Rushil Decor Limited
RUSTOMJEE,Unknown,Keystone Realtors Limited
RVHL,Unknown,Ravinder Heights Limited
RVNL,Unknown,Rail Vikas Nigam Limited
RVTH,Unknown,Revathi Equipment India Limited
S&SPOWER,Unknown,S&S Power Switchgears Limited
SAATVIKGL,Unknown,Saatvik Green Energy Limited
SAB,Unknown,SAB Industries Limited
SADBHAV,Unknown,Sadbhav Engineering Limited
SAFARI,Unknown,Safari Industries (India) Limited
SAGARDEEP,Unknown,Sagardeep Alloys Limited
SAGCEM,Unknown,Sagar Cements Limited
SAGILITY,Unknown,SAGILITY LIMITED
SAHLIBHFI,Unknown,Shalibhadra Finance Limited
SAHYADRI,Unknown,Sahyadri Industries Limited
SAICAPI,Unknown,Sai Capital Limited
SAIL,Unknown,Steel Authority of India Limited
SAILIFE,Unknown,Sai Life Sciences Limited
SAIPARENT,Unknown,Sai Parenterals Limited
SAKAR,Unknown,Sakar Healthcare Limited
SAKHTISUG,Unknown,Sakthi Sugars Limited
SAKSOFT,Unknown,Saksoft Limited
SAKUMA,Unknown,Sakuma Exports Limited
SALASAR,Unknown,Salasar Techno Engineering Limited
SALONA,Unknown,Salona Cotspin Limited
SALSTEEL,Unknown,S.A.L. Steel Limited
SALZERELEC,Unknown,Salzer Electronics Limited
SAMBANDAM,Unknown,Sambandam Spinning Mills Limited
SAMBHAAV,Unknown,Sambhaav Media Limited
SAMBHV,Unknown,Sambhv Steel Tubes Limited
SAMHI,Unknown,Samhi Hotels Limited
SAMMAANCAP,Unknown,Sammaan Capital Limited
SAMPANN,Unknown,Sampann Utpadan India Limited
SANATHAN,Unknown,Sanathan Textiles Limited
SANDESH,Unknown,The Sandesh Limited
SANDHAR,Unknown,Sandhar Technologies Limited
SANDUMA,Unknown,Sandur Manganese & Iron Ores Limited
SANGAMIND,Unknown,Sangam (India) Limited
SANGHVIMOV,Unknown,Sanghvi Movers Limited
SANOFI,Unknown,Sanofi India Limited
SANOFICONR,Unknown,Sanofi Consumer Healthcare India Limited
SANSERA,Unknown,Sansera Engineering Limited
SANSTAR,Unknown,Sanstar Limited
SAPPHIRE,Unknown,Sapphire Foods India Limited
SAPPL,Unknown,Shree Ajit Pulp & Paper Limited
SARDAEN,Unknown,Sarda Energy & Minerals Limited
SAREGAMA,Unknown,Saregama India Limited
SARLAPOLY,Unknown,Sarla Performance Fibers Limited
SARVESHWAR,Unknown,Sarveshwar Foods Limited
SASKEN,Unknown,Sasken Technologies Limited
SATIA,Unknown,Satia Industries Limited
SATIN,Unknown,Satin Creditcare Network Limited
SAURASHCEM,Unknown,Saurashtra Cement Limited
SAYAJIHOTL,Unknown,Sayaji Hotels Limited
SAYAJIIND,Unknown,Sayaji Industries Limited
SBC,Unknown,SBC Exports Limited
SBCL,Unknown,Shivalik Bimetal Controls Limited
SBFC,Unknown,SBFC Finance Limited
SBGLP,Unknown,Suratwwala Business Group Limited
SBICARD,Unknown,SBI Cards and Payment Services Limited
SBIFUNDS,Unknown,SBI Funds Management Limited
SBILIFE,Unknown,SBI Life Insurance Company Limited
SBIN,Unknown,State Bank of India
SCHAEFFLER,Unknown,Schaeffler India Limited
SCHAND,Unknown,S Chand And Company Limited
SCHNEIDER,Unknown,Schneider Electric Infrastructure Limited
SCI,Unknown,Shipping Corporation Of India Limited
SCILAL,Unknown,Shipping Corporation of India Land and Assets Limited
SCODATUBES,Unknown,Scoda Tubes Limited
SDBL,Unknown,Som Distilleries & Breweries Limited
SEAMECLTD,Unknown,Seamec Limited
SECMARK,Unknown,SecMark Consultancy Limited
SECURKLOUD,Unknown,SECUREKLOUD TECHNOLOGIES LIMITED
SEDEMAC,Unknown,SEDEMAC Mechatronics Limited
SEIL,Unknown,Shanti Educational Initiatives Limited
SEJALLTD,Unknown,Sejal Glass Limited
SEKURITIND,Unknown,Saint Gobain Sekurit India Limited
SELMC,Unknown,SEL Manufacturing Company Limited
SEMAC,Unknown,Semac Construction Limited
SENCO,Unknown,Senco Gold Limited
SENORES,Unknown,Senores Pharmaceuticals Limited
SEPC,Unknown,SEPC Limited
SERVOTECH,Unknown,Servotech Renewable Power System Limited
SESHAPAPER,Unknown,Seshasayee Paper and Boards Limited
SETL,Unknown,Standard Engineering Technology Limited
SFL,Unknown,Sheela Foam Limited
SGFIN,Unknown,SG Finserve Limited
SGIL,Unknown,Synergy Green Industries Limited
SGL,Unknown,STL Global Limited
SGLRES,Unknown,SGL Resources Limited
SGMART,Unknown,SG Mart Limited
SGRL,Unknown,Shree Ganesh Remedies Limited
SHADOWFAX,Unknown,Shadowfax Technologies Limited
SHAH,Unknown,Shah Metacorp Limited
SHAILY,Unknown,Shaily Engineering Plastics Limited
SHAKTIPUMP,Unknown,Shakti Pumps (India) Limited
SHALBY,Unknown,Shalby Limited
SHANKARA,Unknown,Shankara Building Products Limited
SHANKESH,Unknown,Shankesh Jewellers Limited
SHANTI,Unknown,Shanti Overseas (India) Limited
SHANTIGEAR,Unknown,Shanthi Gears Limited
SHANTIGOLD,Unknown,Shanti Gold International Limited
SHARDACROP,Unknown,Sharda Cropchem Limited
SHARDAMOTR,Unknown,Sharda Motor Industries Limited
SHAREINDIA,Unknown,Share India Securities Limited
SHBAJRG,Unknown,Shri Bajrang Alliance Limited
SHERVANI,Unknown,Shervani Industrial Syndicate Limited
SHILCTECH,Unknown,Shilchar Technologies Limited
SHILGRAVQ,Unknown,Shilp Gravures Limited
SHILPAMED,Unknown,Shilpa Medicare Limited
SHINDL,Unknown,Sharat Industries Limited
SHIPROCKET,Unknown,Shiprocket Limited
SHIVAAGRO,Unknown,Shiva Global Agro Industries Limited
SHIVACEM,Unknown,Shiva Cement Limited
SHIVAMAUTO,Unknown,Shivam Autotech Limited
SHIVAMILLS,Unknown,Shiva Mills Limited
SHIVATEX,Unknown,Shiva Texyarn Limited
SHIVAUM,Unknown,Shiv Aum Steels Limited
SHK,Unknown,S H Kelkar and Company Limited
SHOPERSTOP,Unknown,Shoppers Stop Limited
SHRADDHA,Unknown,Shraddha Prime Projects Limited
SHRADHA,Unknown,Shradha Realty Limited
SHREDIGCEM,Unknown,Shree Digvijay Cement Co.Ltd
SHREECEM,Unknown,SHREE CEMENT LIMITED
SHREEJISPG,Unknown,Shreeji Shipping Global Limited
SHREEPUSHK,Unknown,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA,Unknown,Shree Rama Multi-Tech Limited
SHREYANIND,Unknown,Shreyans Industries Limited
SHRIKRISH,Unknown,Shri Krishna Devcon Limited
SHRINGARMS,Unknown,Shringar House of Mangalsutra Limited
SHRIPISTON,Unknown,SPR Auto Technologies Limited
SHRIRAMFIN,Unknown,Shriram Finance Limited
SHRIRAMPPS,Unknown,Shriram Properties Limited
SHRJAGP,Unknown,Shri Jagdamba Polymers Limited
SHUKRAPHAR,Unknown,Shukra Pharmaceuticals Limited
SHYAMMETL,Unknown,Shyam Metalics and Energy Limited
SHYAMTEL,Unknown,Shyam Telecom Limited
SICAGEN,Unknown,Sicagen India Limited
SIEL,Unknown,Superior Industrial Enterprises Limited
SIEMENS,Unknown,Siemens Limited
SIGACHI,Unknown,Sigachi Industries Limited
SIGMA,Unknown,Sigma Solve Limited
SIGNATURE,Unknown,Signatureglobal (India) Limited
SIGNPOST,Unknown,Signpost India Limited
SIKA,Unknown,Sika Interplant Systems Limited
SIL,Unknown,Standard Industries Limited
SILGO,Unknown,Silgo Retail Limited
SILINV,Unknown,SIL Investments Limited
SILLYMONKS,Unknown,Silly Monks Entertainment Limited
SILVERTUC,Unknown,Silver Touch Technologies Limited
SIMPLEXINF,Unknown,Simplex Infrastructures Limited
SIMPLXREA,Unknown,Simplex Realty Limited
SINCLAIR,Unknown,Sinclairs Hotels Limited
SINDHUTRAD,Unknown,Sindhu Trade Links Limited
SINGERIND,Unknown,Singer India Limited
SINTERCOM,Unknown,Sintercom India Limited
SIRCA,Unknown,Sirca Paints India Limited
SIS,Unknown,SIS LIMITED
SIYSIL,Unknown,Siyaram Silk Mills Limited
SJS,Unknown,S.J.S. Enterprises Limited
SJVN,Unknown,SJVN Limited
SKFINDIA,Unknown,SKF India Limited
SKFINDUS,Unknown,SKF India (Industrial) Limited
SKIPPER,Unknown,Skipper Limited
SKMEGGPROD,Unknown,SKM Egg Products Export (India) Limited
SKYGOLD,Unknown,SKY GOLD AND DIAMONDS LIMITED
SKYWAYS,Unknown,Skyways Air Services Limited
SMARTWORKS,Unknown,Smartworks Coworking Spaces Limited
SMCGLOBAL,Unknown,SMC Global Securities Limited
SMLMAH,Unknown,SML Mahindra Limited
SMLT,Unknown,Sarthak Metals Limited
SMSPHARMA,Unknown,SMS Pharmaceuticals Limited
SNOWMAN,Unknown,Snowman Logistics Limited
SOBHA,Unknown,Sobha Limited
SOFTTECH,Unknown,Softtech Engineers Limited
SOLARA,Unknown,Solara Active Pharma Sciences Limited
SOLARINDS,Unknown,Solar Industries India Limited
SOLARWORLD,Unknown,Solarworld Energy Solutions Limited
SOLEX,Unknown,Solex Energy Limited
SOMANYCERA,Unknown,Somany Ceramics Limited
SOMATEX,Unknown,Soma Textiles & Industries Limited
SOMICONVEY,Unknown,Somi Conveyor Beltings Limited
SONACOMS,Unknown,Sona BLW Precision Forgings Limited
SONAL,Unknown,Sonal Mercantile Limited
SONATSOFTW,Unknown,Sonata Software Limited
SOTL,Unknown,Savita Oil Technologies Limited
SOUTHBANK,Unknown,The South Indian Bank Limited
SOUTHWEST,Unknown,South West Pinnacle Exploration Limited
SPAL,Unknown,S. P. Apparels Limited
SPANDANA,Unknown,Spandana Sphoorty Financial Limited
SPARC,Unknown,Sun Pharma Advanced Research Company Limited
SPCENET,Unknown,Spacenet Enterprises India Limited
SPELS,Unknown,SPEL Semiconductor Limited
SPENCERS,Unknown,Spencer's Retail Limited
SPIC,Unknown,Southern Petrochemicals Industries Corporation  Limited
SPLIL,Unknown,SPL Industries Limited
SPLPETRO,Unknown,Supreme Petrochem Limited
SPMLINFRA,Unknown,SPML Infra Limited
SPORTKING,Unknown,Sportking India Limited
SRD,Unknown,Shankar Lal Rampal Dye-Chem Limited
SREEL,Unknown,Sreeleathers Limited
SRF,Unknown,SRF Limited
SRGHFL,Unknown,SRG Housing Finance Limited
SRHHYPOLTD,Unknown,Sree Rayalaseema Hi-Strength Hypo Limited
SRIKPRIND,Unknown,Sri KPR Industries Limited
SRM,Unknown,SRM Contractors Limited
SRTL,Unknown,Shree Ram Twistex Limited
SSDL,Unknown,Saraswati Saree Depot Limited
SSWL,Unknown,Steel Strips Wheels Limited
STANLEY,Unknown,Stanley Lifestyles Limited
STAR,Unknown,Strides Pharma Science Limited
STARCEMENT,Unknown,Star Cement Limited
STARHEALTH,Unknown,Star Health and Allied Insurance Company Limited
STARPAPER,Unknown,Star Paper Mills Limited
STARTECK,Unknown,Starteck Finance Limited
STCINDIA,Unknown,The State Trading Corporation of India Limited
STEELCAS,Unknown,Steelcast Limited
STEELCITY,Unknown,Steel City Securities Limited
STEELXIND,Unknown,STEEL EXCHANGE INDIA LIMITED
STEL,Unknown,Stel Holdings Limited
STLNETWORK,Unknown,STL Networks Limited
STLSTRINF,Unknown,Steel Strips Infrastructures Limited
STOVEKRAFT,Unknown,Stove Kraft Limited
STUDDS,Unknown,Studds Accessories Limited
STYL,Unknown,Seshaasai Technologies Limited
STYLAMIND,Unknown,Stylam Industries Limited
STYLEBAAZA,Unknown,Baazar Style Retail Limited
STYRENIX,Unknown,Styrenix Performance Materials Limited
SUBEXLTD,Unknown,Subex Limited
SUBROS,Unknown,Subros Limited
SUDARCOLOR,Unknown,Sudarshan Colorants India Limited
SUDARSCHEM,Unknown,Sudarshan Chemical Industries Limited
SUDEEPPHRM,Unknown,Sudeep Pharma Limited
SUKHJITS,Unknown,Sukhjit Starch & Chemicals Limited
SULA,Unknown,Sula Vineyards Limited
SUMEDHA,Unknown,Sumedha Fiscal Services Limited
SUMEETINDS,Unknown,Sumeet Industries Limited
SUMICHEM,Unknown,Sumitomo Chemical India Limited
SUMIT,Unknown,Sumit Woods Limited
SUMMITSEC,Unknown,Summit Securities Limited
SUNCLAY,Unknown,Sundaram Clayton Limited
SUNDARAM,Unknown,Sundaram Multi Pap Limited
SUNDARMFIN,Unknown,Sundaram Finance Limited
SUNDRMFAST,Unknown,Sundram Fasteners Limited
SUNDROP,Unknown,Sundrop Brands Limited
SUNFLAG,Unknown,Sunflag Iron And Steel Company Limited
SUNLOC,Unknown,Sunil Healthcare Limited
SUNPHARMA,Unknown,Sun Pharmaceutical Industries Limited
SUNRAKSHAK,Unknown,Sunrakshakk Industries India Limited
SUNSHIEL,Unknown,Sunshield Chemicals Limited
SUNSHINE,Unknown,Sunshine Pictures Limited
SUNTECK,Unknown,Sunteck Realty Limited
SUNTV,Unknown,Sun TV Network Limited
SUPERHOUSE,Unknown,Superhouse Limited
SUPRAJIT,Unknown,Suprajit Engineering Limited
SUPREME,Unknown,Supreme Holdings & Hospitality (India) Limited
SUPREMEIND,Unknown,Supreme Industries Limited
SUPREMEINF,Unknown,Supreme Infrastructure India Limited
SUPRIYA,Unknown,Supriya Lifescience Limited
SURAJEST,Unknown,Suraj Estate Developers Limited
SURAJLTD,Unknown,Suraj Limited
SURAKSHA,Unknown,Suraksha Diagnostic Limited
SURANASOL,Unknown,Surana Solar Limited
SURANAT&P,Unknown,Surana Telecom and Power Limited
SURYALA,Unknown,Suryalata Spinning Mills Limited
SURYALAXMI,Unknown,Suryalakshmi Cotton Mills Limited
SURYAROSNI,Unknown,Surya Roshni Limited
SURYODAY,Unknown,Suryoday Small Finance Bank Limited
SUVEN,Unknown,Suven Life Sciences Limited
SUVIDHAA,Unknown,Suvidhaa Infoserve Limited
SUYOG,Unknown,Suyog Telematics Limited
SUZLON,Unknown,Suzlon Energy Limited
SVGLOBAL,Unknown,S V Global Mill Limited
SVPGLOB,Unknown,SVP GLOBAL TEXTILES LIMITED
SWANCORP,Unknown,SWAN CORP LIMITED
SWARAJENG,Unknown,Swaraj Engines Limited
SWARNSAR,Unknown,Swarnsarita Jewels India Limited
SWELECTES,Unknown,Swelect Energy Systems Limited
SWIGGY,Unknown,Swiggy Limited
SWSOLAR,Unknown,Sterling and Wilson Renewable Energy Limited
SYMBIOTEC,Unknown,Symbiotec Pharmalab Limited
SYMPHONY,Unknown,Symphony Limited
SYNCOMF,Unknown,Syncom Formulations (India) Limited
SYNGENE,Unknown,Syngene International Limited
SYRMA,Unknown,Syrma SGS Technology Limited
TAALTECH,Unknown,Taal Tech Limited
TAINWALCHM,Unknown,Tainwala Chemical and Plastic (I) Limited
TAJGVK,Unknown,Taj GVK Hotels & Resorts Limited
TAKE,Unknown,TAKE Limited
TALBROAUTO,Unknown,Talbros Automotive Components Limited
TANAA,Unknown,Taneja Aerospace & Aviation Limited
TANLA,Unknown,Tanla Platforms Limited
TARACHAND,Unknown,Tara Chand InfraLogistic Solutions Limited
TARAPUR,Unknown,Tarapur Transformers Limited
TARC,Unknown,TARC Limited
TARIL,Unknown,Transformers And Rectifiers (India) Limited
TARMAT,Unknown,Tarmat Limited
TARSONS,Unknown,Tarsons Products Limited
TASTYBITE,Unknown,Tasty Bite Eatables Limited
TATACAP,Unknown,Tata Capital Limited
TATACHEM,Unknown,Tata Chemicals Limited
TATACOMM,Unknown,Tata Communications Limited
TATACONSUM,Unknown,TATA CONSUMER PRODUCTS LIMITED
TATAELXSI,Unknown,Tata Elxsi Limited
TATAINVEST,Unknown,Tata Investment Corporation Limited
TATAPOWER,Unknown,Tata Power Company Limited
TATASTEEL,Unknown,Tata Steel Limited
TATATECH,Unknown,Tata Technologies Limited
TATVA,Unknown,Tatva Chintan Pharma Chem Limited
TBOTEK,Unknown,TBO Tek Limited
TBZ,Unknown,Tribhovandas Bhimji Zaveri Limited
TCC,Unknown,TCC Concept Limited
TCI,Unknown,Transport Corporation of India Limited
TCIEXP,Unknown,TCI Express Limited
TCPLPACK,Unknown,TCPL Packaging Limited
TCS,Unknown,Tata Consultancy Services Limited
TDPOWERSYS,Unknown,TD Power Systems Limited
TEAMGTY,Unknown,Team India Guaranty Limited
TEAMLEASE,Unknown,Teamlease Services Limited
TECHM,Unknown,Tech Mahindra Limited
TECHNOCRAF,Unknown,Technocraft Ventures Limited
TECHNOE,Unknown,Techno Electric & Engineering Company Limited
TECHNVISN,Unknown,TechNVision Ventures Limited
TECILCHEM,Unknown,TECIL Chemicals and Hydro Power Limited
TEGA,Unknown,Tega Industries Limited
TEJASNET,Unknown,Tejas Networks Limited
TEMBO,Unknown,Tembo Global Industries Limited
TEMPSENS,Unknown,Tempsens Instruments (India) Limited
TENNIND,Unknown,Tenneco Clean Air India Limited
TERAI,Unknown,Terai Tea Company Limited
TERASOFT,Unknown,Tera Software Limited
TEXINFRA,Unknown,Texmaco Infrastructure & Holdings Limited
TEXMOPIPES,Unknown,Texmo Pipes and Products Limited
TEXRAIL,Unknown,Texmaco Rail & Engineering Limited
TFCILTD,Unknown,Tourism Finance Corporation of India Limited
TFL,Unknown,Transwarranty Finance Limited
TGBHOTELS,Unknown,TGB Banquets And Hotels Limited
TGVSL,Unknown,TGV Sraac Limited
THAKDEV,Unknown,Thakkers Developers Limited
THANGAMAYL,Unknown,Thangamayil Jewellery Limited
THEINVEST,Unknown,The Investment Trust Of India Limited
THEJO,Unknown,Thejo Engineering Limited
THELEELA,Unknown,Leela Palaces Hotels & Resorts Limited
THEMISMED,Unknown,Themis Medicare Limited
THERMAX,Unknown,Thermax Limited
THOMASCOOK,Unknown,Thomas Cook  (India)  Limited
THOMASCOTT,Unknown,Thomas Scott (India) Limited
THYROCARE,Unknown,Thyrocare Technologies Limited
TI,Unknown,Tilaknagar Industries Limited
TIGERLOGS,Unknown,Tiger Logistics (India) Limited
TIIL,Unknown,Technocraft Industries (India) Limited
TIINDIA,Unknown,Tube Investments of India Limited
TIMETECHNO,Unknown,Time Technoplast Limited
TIMEX,Unknown,Timex Group India Limited
TIMKEN,Unknown,Timken India Limited
TINNARUBR,Unknown,Tinna Rubber and Infrastructure Limited
TIPSFILMS,Unknown,Tips Films Limited
TIPSMUSIC,Unknown,Tips Music Limited
TIRUMALCHM,Unknown,Thirumalai Chemicals Limited
TITAGARH,Unknown,TITAGARH RAIL SYSTEMS LIMITED
TITAN,Unknown,Titan Company Limited
TMB,Unknown,Tamilnad Mercantile Bank Limited
TMCV,Unknown,Tata Motors Limited
TMPV,Unknown,Tata Motors Passenger Vehicles Limited
TNPETRO,Unknown,Tamilnadu PetroProducts Limited
TNPL,Unknown,Tamil Nadu Newsprint & Papers Limited
TNTELE,Unknown,Tamilnadu Telecommunication Limited
TOKYOPLAST,Unknown,Tokyo Plast International Limited
TOLINS,Unknown,Tolins Tyres Limited
TORNTPHARM,Unknown,Torrent Pharmaceuticals Limited
TORNTPOWER,Unknown,Torrent Power Limited
TOTAL,Unknown,Total Transport Systems Limited
TOUCHWOOD,Unknown,Touchwood Entertainment Limited
TOYAMSL,Unknown,Toyam Sports Limited
TPLPLASTEH,Unknown,TPL Plastech Limited
TRACXN,Unknown,Tracxn Technologies Limited
TRANSCOR,Unknown,Transcorp International Limited
TRANSRAILL,Unknown,Transrail Lighting Limited
TRAVELFOOD,Unknown,Travel Food Services Limited
TREEHOUSE,Unknown,Tree House Education & Accessories Limited
TREJHARA,Unknown,TREJHARA SOLUTIONS LIMITED
TREL,Unknown,Transindia Real Estate Limited
TRENT,Unknown,Trent Limited
TRF,Unknown,TRF Limited
TRIDENT,Unknown,Trident Limited
TRIGYN,Unknown,Trigyn Technologies Limited
TRITONV,Unknown,Triton Valves Limited
TRITURBINE,Unknown,Triveni Turbine Limited
TRIVENI,Unknown,Triveni Engineering & Industries Limited
TRU,Unknown,TruCap Finance Limited
TRUALT,Unknown,TruAlt Bioenergy Limited
TSFINV,Unknown,TSF INVESTMENTS LIMITED
TTKHLTCARE,Unknown,TTK Healthcare Limited
TTKPRESTIG,Unknown,TTK Prestige Limited
TTL,Unknown,T T Limited
TTML,Unknown,Tata Teleservices (Maharashtra) Limited
TURTLEMINT,Unknown,Turtlemint Fintech Solutions Limited
TUTIALKA,Unknown,Tuticorin Alkali Chemicals & Fertilizers Limited
TVSELECT,Unknown,TVS Electronics Limited
TVSHLTD,Unknown,TVS Holdings Limited
TVSMOTOR,Unknown,TVS Motor Company Limited
TVSSCS,Unknown,TVS Supply Chain Solutions Limited
TVSSRICHAK,Unknown,TVS Srichakra Limited
TVTODAY,Unknown,TV Today Network Limited
UBL,Unknown,United Breweries Limited
UCOBANK,Unknown,UCO Bank
UDAYJEW,Unknown,Uday Jewellery Industries Limited
UDS,Unknown,Updater Services Limited
UEL,Unknown,Ujaas Energy Limited
UFLEX,Unknown,UFLEX Limited
UFO,Unknown,UFO Moviez India Limited
UGARSUGAR,Unknown,The Ugar Sugar Works Limited
UGROCAP,Unknown,Ugro Capital Limited
UJJIVANSFB,Unknown,Ujjivan Small Finance Bank Limited
ULTRACEMCO,Unknown,UltraTech Cement Limited
ULTRAMAR,Unknown,Ultramarine & Pigments Limited
UMESLTD,Unknown,Usha Martin Education & Solutions Limited
UMIYA-MRO,Unknown,UMIYA BUILDCON LIMITED
UNICHEMLAB,Unknown,Unichem Laboratories Limited
UNIECOM,Unknown,Unicommerce Esolutions Limited
UNIENTER,Unknown,Uniphos Enterprises Limited
UNIINFO,Unknown,Uniinfo Telecom Services Limited
UNIMECH,Unknown,Unimech Aerospace and Manufacturing Limited
UNIONBANK,Unknown,Union Bank of India
UNIPARTS,Unknown,Uniparts India Limited
UNITDSPR,Unknown,United Spirits Limited
UNITECH,Unknown,Unitech Limited
UNITEDPOLY,Unknown,United Polyfab Gujarat Limited
UNITEDTEA,Unknown,The United Nilgiri Tea Estates Company Limited
UNIVCABLES,Unknown,Universal Cables Limited
UNOMINDA,Unknown,UNO Minda Limited
UPHOT,Unknown,U P Hotels Limited
UPL,Unknown,UPL Limited
URBANCO,Unknown,Urban Company Limited
URJA,Unknown,Urja Global Limited
USHAMART,Unknown,Usha Martin Limited
USK,Unknown,Udayshivakumar Infra Limited
UTIAMC,Unknown,UTI Asset Management Company Limited
UTKARSHBNK,Unknown,Utkarsh Small Finance Bank Limited
UTLSOLAR,Unknown,Fujiyama Power Systems Limited
UTTAMSUGAR,Unknown,Uttam Sugar Mills Limited
V2RETAIL,Unknown,V2 Retail Limited
VADILALIND,Unknown,Vadilal Industries Limited
VADILENT,Unknown,Vadilal Enterprises Limited
VAIBHAVGBL,Unknown,Vaibhav Global Limited
VAISHALI,Unknown,Vaishali Pharma Limited
VAKRANGEE,Unknown,Vakrangee Limited
VAML,Unknown,Vedanta Aluminium Metal Limited
VARDMNPOLY,Unknown,Vardhman Polytex Limited
VARROC,Unknown,Varroc Engineering Limited
VASCONEQ,Unknown,Vascon Engineers Limited
VASUPRADA,Unknown,Shri Vasuprada Plantations Limited
VASWANI,Unknown,Vaswani Industries Limited
VBL,Unknown,Varun Beverages Limited
VEDAVAAG,Unknown,VEDAVAAG Systems Limited
VEDL,Unknown,Vedanta Limited
VEDPOWER,Unknown,Vedanta Power Limited
VEEDOL,Unknown,Veedol Corporation Limited
VENKEYS,Unknown,Venky's (India) Limited
VENTIVE,Unknown,Ventive Hospitality Limited
VENUSPIPES,Unknown,Venus Pipes & Tubes Limited
VERANDA,Unknown,Veranda Learning Solutions Limited
VERTOZ,Unknown,Vertoz Limited
VESUVIUS,Unknown,Vesuvius India Limited
VGCL,Unknown,Vibrant Global Capital Limited
VGL,Unknown,VARVEE GLOBAL LIMITED
VGUARD,Unknown,V-Guard Industries Limited
VHL,Unknown,Vardhman Holdings Limited
VIDHIING,Unknown,Vidhi Specialty Food Ingredients Limited
VIDYAWIRES,Unknown,Vidya Wires Limited
VIJAYA,Unknown,Vijaya Diagnostic Centre Limited
VIJSOLX,Unknown,Vijay Solvex Limited
VIKASECO,Unknown,Vikas EcoTech Limited
VIKASLIFE,Unknown,Vikas Lifecare Limited
VIKRAMSOLR,Unknown,Vikram Solar Limited
VIKRAN,Unknown,Vikran Engineering Limited
VIMTALABS,Unknown,Vimta Labs Limited
VINATIORGA,Unknown,Vinati Organics Limited
VINCOFE,Unknown,Vintage Coffee And Beverages Limited
VINDHYATEL,Unknown,Vindhya Telelinks Limited
VINEETLAB,Unknown,Vineet Laboratories Limited
VINNY,Unknown,Vinny Overseas Limited
VINYLINDIA,Unknown,Vinyl Chemicals (India) Limited
VIPCLOTHNG,Unknown,VIP Clothing Limited
VIPIND,Unknown,VIP Industries Limited
VIRAT,Unknown,Virat Industries Limited
VIRINCHI,Unknown,Virinchi Limited
VISACHROME,Unknown,VISA Chrome Limited
VISAKAIND,Unknown,Visaka Industries Limited
VISHAL,Unknown,Vishal Fabrics Limited
VISHNU,Unknown,Vishnu Chemicals Limited
VISHWARAJ,Unknown,Vishwaraj Sugar Industries Limited
VISL,Unknown,Vedanta Iron and Steel Limited
VITAL,Unknown,Vital Chemtech Limited
VIVIDHA,Unknown,Visagar Polytex Limited
VIVOBIOT,Unknown,Vivo Bio Tech Limited
VIYASH,Unknown,Viyash Scientific Limited
VLSFINANCE,Unknown,VLS Finance Limited
VMART,Unknown,V-Mart Retail Limited
VMM,Unknown,Vishal Mega Mart Limited
VMSTMT,Unknown,VMS TMT Limited
VOEPL,Unknown,Virtuoso Optoelectronics Limited
VOGL,Unknown,Vedanta Oil and Gas Limited
VOITHPAPR,Unknown,Voith Paper Fabrics India Limited
VOLTAMP,Unknown,Voltamp Transformers Limited
VOLTAS,Unknown,Voltas Limited
VPRPL,Unknown,Vishnu Prakash R Punglia Limited
VRAJ,Unknown,Vraj Iron and Steel Limited
VRLLOG,Unknown,VRL Logistics Limited
VSSL,Unknown,Vardhman Special Steels Limited
VSTIND,Unknown,VST Industries Limited
VSTL,Unknown,Vibhor Steel Tubes Limited
VSTTILLERS,Unknown,V.S.T Tillers Tractors Limited
