symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
HINDCOPPER,Basic Materials,Copper,362.92,-2.25,92.4,411.82,292.78,11.87,63.02,337.22,263.53,13670759.15,22042865.0,1.61,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion",7.56,48.74,41.14,1.51,4.79,3.42,6.05,43.95,37.72,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",1.72,Breakout Watch,81.37,238.54,341.83,43.3,100.0,80.0% of closes stayed inside the range | Range width 43.3% | Currently 100.0% through the range | Above upper band on elevated volume,6.16,4.76,33.17,25.6,39.06,36.9,4.78,1.37,0.84,104.87,142.41,,,45.4523,27.1139,15.8616,46.0,,52963.9,91.1,Metals / Mining,12.0,20.0,11.0,0.0,7.0,50.0,0.86,,,2.0,52.0,General low-debt support,20.64,0.0,,63.3,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 43.3% | Currently 100.0% through the range | Above upper band on elevated volume"
HINDALCO,Basic Materials,Aluminum,815.2,-0.46,350.03,859.52,132.89,5.16,57.45,791.68,695.53,4685139.35,4354685.0,0.93,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",4.36,10.92,26.84,1.51,4.79,3.42,2.85,6.13,23.42,53.0,"Positive 1M return, Positive 3M return, Positive 6M return, 6M Nifty outperformance, Positive across 1M/3M/6M",10.34,Profit Booking Zone,82.55,664.27,806.71,21.44,100.0,80.0% of closes stayed inside the range | Range width 21.4% | Currently 100.0% through the range,3.52,1.6,10.33,7.18,2.84,18.41,55.52,1.47,0.71,10944.0,74878.0,,,14.2245,9.717,1.7528,48.0,0.925,239409.43,31.31,Metals / Mining,6.0,8.0,6.0,0.0,15.0,35.0,0.86,,,2.0,37.0,General low-debt support,20.64,0.0,,44.3,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive 1M return, Positive 3M return, Positive 6M return, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 21.4% | Currently 100.0% through the range"
GLENMARK,Healthcare,Drug Manufacturers - Specialty & Generic,1921.9,-2.35,356.64,2279.21,438.89,15.68,52.2,1896.41,1740.1,1320838.2,834134.0,0.63,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",5.03,-6.11,20.47,1.51,4.79,3.42,3.52,-10.9,17.05,33.0,"Positive 1M return, Positive 6M return, 6M Nifty outperformance",26.53,Lower Range Watch,74.63,1777.79,2138.97,20.32,39.9,80.0% of closes stayed inside the range | Range width 20.3% | Currently 39.9% through the range,6.37,3.21,36.95,10.17,96.25,1202.2,12.78,1.65,1.17,2646.84,1224.18,,,35.9328,23.447,6.1481,33.0,0.248,64629.45,71.94,Pharma / Healthcare,9.0,20.0,18.0,0.0,7.0,54.0,0.86,Cash covers debt,,2.0,56.0,General low-debt support,23.79,0.0,,43.92,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Cash covers debt, Positive 1M return, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 20.3% | Currently 39.9% through the range"
DRREDDY,Healthcare,Drug Manufacturers - Specialty & Generic,1258.52,-0.68,778.62,1403.63,61.63,10.34,56.6,1238.54,1222.63,1752756.25,1435892.0,0.82,Bullish,60.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",5.66,1.27,-3.38,1.51,4.79,3.42,4.15,-3.52,-6.8,18.0,"Positive 1M return, Positive 3M return",36.73,Neutral Range,77.62,1211.35,1300.27,7.34,53.05,80.0% of closes stayed inside the range | Range width 7.3% | Currently 53.0% through the range,4.01,2.65,20.29,16.32,3.04,1.37,16.33,1.85,1.35,990.6,5853.9,1557.3,543.8,30.1735,20.2046,2.607,66.0,0.242,99960.01,50.18,Pharma / Healthcare,10.0,2.0,15.0,17.0,13.0,57.0,1.0,,,2.0,59.0,General low-debt support,23.79,0.0,,43.72,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive 1M return, Positive 3M return, 80.0% of closes stayed inside the range | Range width 7.3% | Currently 53.0% through the range"
ATHERENERG,Consumer Cyclical,Auto Manufacturers,678.75,0.53,288.15,790.0,135.55,14.08,50.95,662.12,,3619448.75,1523208.0,0.42,Bullish,50.0,"Above 50 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",8.48,30.47,116.85,1.51,4.79,3.42,6.97,25.68,113.43,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.46,Profit Booking Zone,67.96,330.87,696.01,110.36,95.27,80.0% of closes stayed inside the range | Range width 110.4% | Currently 95.3% through the range,-5.66,-3.47,-19.48,-17.14,39.46,13.54,15.81,2.63,2.43,308.2,430.3,,,,600.6882,23.3444,,,62769.64,20.9,Automobile,0.0,15.0,17.0,0.0,0.0,32.0,0.71,,Negative net margin,2.0,34.0,General low-debt support,24.44,11.0,"Low volume participation, Negative net margin",41.57,Weak,"Above 50 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 110.4% | Currently 95.3% through the range"
IPCALAB,Healthcare,Drug Manufacturers - Specialty & Generic,1442.69,-0.78,663.43,1747.4,117.46,17.44,58.35,1350.16,1382.41,494235.8,152080.0,0.31,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",7.65,9.64,5.87,1.51,4.79,3.42,6.14,4.85,2.45,48.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M",6.12,Profit Booking Zone,80.34,1293.44,1458.26,12.74,90.56,80.0% of closes stayed inside the range | Range width 12.7% | Currently 90.6% through the range,3.8,2.3,17.27,11.05,10.73,21.17,17.22,2.46,1.47,212.95,1278.92,,,39.3189,26.9068,5.5581,34.0,0.035,44819.39,67.23,Pharma / Healthcare,6.0,13.0,16.0,0.0,9.0,44.0,0.86,,,2.0,46.0,General low-debt support,23.79,3.0,Low volume participation,41.17,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 12.7% | Currently 90.6% through the range"
JSL,Basic Materials,Steel,765.9,1.52,115.54,841.14,562.9,8.95,53.48,763.92,688.04,613736.2,438568.0,0.71,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",6.1,2.42,7.33,1.51,4.79,3.42,4.59,-2.37,3.91,38.0,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",17.24,Profit Booking Zone,80.99,675.24,790.99,17.14,78.33,80.0% of closes stayed inside the range | Range width 17.1% | Currently 78.3% through the range,4.46,2.06,10.34,7.41,6.72,12.99,37.95,1.15,0.49,623.67,6861.97,,,18.7427,14.2066,13.508,55.0,0.554,60799.26,21.99,Metals / Mining,6.0,7.0,9.0,0.0,11.0,33.0,0.86,,,2.0,35.0,General low-debt support,20.64,0.0,,41.1,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 17.1% | Currently 78.3% through the range"
MOTHERSON,Consumer Cyclical,Auto Parts,114.74,-1.5,40.29,143.08,184.76,19.81,59.4,107.68,97.6,24930481.45,8912150.0,0.36,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",12.43,16.97,7.67,1.51,4.79,3.42,10.92,12.18,4.25,70.0,"Strong 1M absolute return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",6.56,Profit Booking Zone,81.23,94.48,109.84,16.26,100.0,80.0% of closes stayed inside the range | Range width 16.3% | Currently 100.0% through the range,2.23,0.82,4.66,2.77,-0.22,61.57,53.26,1.09,0.8,6480.89,19777.47,,,40.7452,24.4622,4.356,30.0,1.034,178504.36,43.82,Automobile,0.0,10.0,6.0,0.0,9.0,25.0,0.86,,Revenue contraction,2.0,27.0,General low-debt support,24.44,3.0,Low volume participation,40.12,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong 1M absolute return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 16.3% | Currently 100.0% through the range"
NH,Healthcare,Medical Care Facilities,1920.34,0.4,668.13,2359.4,187.42,18.61,53.75,1825.77,1784.83,1554045.6,424265.0,0.27,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",6.2,7.84,7.68,1.51,4.79,3.42,4.69,3.05,4.26,38.0,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",13.27,Neutral Range,78.47,1744.4,1987.79,13.95,72.29,80.0% of closes stayed inside the range | Range width 14.0% | Currently 72.3% through the range,6.36,3.34,19.16,15.72,9.06,31.39,57.64,2.15,2.06,413.57,2340.22,,,45.2285,26.3467,8.1974,24.0,,37193.68,39.83,Pharma / Healthcare,10.0,15.0,12.0,0.0,7.0,44.0,0.86,,,2.0,46.0,General low-debt support,23.79,3.0,Low volume participation,39.92,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 14.0% | Currently 72.3% through the range"
SIEMENS,Industrials,Specialty Industrial Machinery,3188.53,-3.66,1540.11,4732.24,107.03,32.62,47.94,3152.54,3092.73,456964.5,308854.0,0.68,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",4.9,2.65,-5.29,1.51,4.79,3.42,3.39,-2.14,-8.71,18.0,"Positive 1M return, Positive 3M return",28.16,Neutral Range,74.25,3048.51,3296.07,8.12,56.56,80.0% of closes stayed inside the range | Range width 8.1% | Currently 56.6% through the range,15.91,10.53,9.94,12.12,299.47,397.56,1.1,2.54,2.21,2150.4,145.3,374.7,-5.7,84.7533,59.3557,10.3412,45.0,0.57,143124.83,28.2,Capital Goods / Infra,13.0,20.0,20.0,9.0,5.0,67.0,1.0,Cash covers debt,"Negative free cash flow, Very high PE",5.0,72.0,Strong order-book-driven revenue growth,21.18,4.0,Negative free cash flow,39.38,Weak,"Above 50 DMA, Above 200 DMA, RSI recovering, Cash covers debt, Positive 1M return, Positive 3M return, 80.0% of closes stayed inside the range | Range width 8.1% | Currently 56.6% through the range"
ALKEM,Healthcare,Drug Manufacturers - Specialty & Generic,5544.3,-1.35,2739.33,6316.6,102.4,12.23,45.29,5534.63,5105.42,171172.3,149501.0,0.87,Bullish,42.0,"Above 50 DMA, Above 200 DMA, RSI recovering",-1.42,4.99,15.08,1.51,4.79,3.42,-2.93,0.2,11.66,20.0,"Positive 3M return, Positive 6M return",31.63,Profit Booking Zone,77.82,4783.69,5629.61,17.68,89.92,80.0% of closes stayed inside the range | Range width 17.7% | Currently 89.9% through the range,5.73,3.77,20.67,19.12,18.68,15.17,17.65,2.49,1.87,226.1,2355.6,,,28.4883,24.2259,4.741,36.0,0.295,65521.62,64.12,Pharma / Healthcare,11.0,16.0,17.0,0.0,11.0,55.0,0.86,,,2.0,57.0,General low-debt support,23.79,0.0,,39.02,Weak,"Above 50 DMA, Above 200 DMA, RSI recovering, Positive 3M return, Positive 6M return, 80.0% of closes stayed inside the range | Range width 17.7% | Currently 89.9% through the range"
