symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
GMRAIRPORT,Industrials,Airports & Air Services,106.76,2.45,33.35,107.07,220.12,0.29,83.04,93.45,86.24,22921344.7,27688034.0,1.21,Bullish,62.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support, Strong positive day move",15.18,20.36,23.74,1.04,6.04,5.87,14.14,14.32,17.87,95.0,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.3,Profit Booking Zone,84.31,84.86,95.49,12.53,100.0,80.0% of closes stayed inside the range | Range width 12.5% | Currently 100.0% through the range,1.36,-0.07,29.34,-1.01,14.5,82.47,-1516.91,0.79,0.74,444.28,41465.23,,,804.2308,72.0701,-43.9655,,0.573,110394.09,57.86,Capital Goods / Infra,6.0,15.0,9.0,0.0,5.0,35.0,0.79,,"Negative net margin, Very high PE",0.0,35.0,,28.94,8.0,Negative net margin,47.84,Neutral,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support, Strong positive day move, Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 12.5% | Currently 100.0% through the range"
MUTHOOTFIN,Financial Services,Credit Services,3694.36,1.2,861.43,3736.21,328.86,1.12,71.31,3236.79,2600.74,679548.05,334780.0,0.49,Bullish,52.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",17.08,39.37,78.05,1.04,6.04,5.87,16.04,33.33,72.18,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",5.43,Profit Booking Zone,79.8,2567.43,3300.92,28.57,100.0,80.0% of closes stayed inside the range | Range width 28.6% | Currently 100.0% through the range,7.38,1.51,,50.84,15.83,20.06,373.89,,,8120.6,122704.66,,,10.2879,9.0103,2.951,1.03,0.529,115474.38,100.0,Financial Services,6.0,16.0,0.0,0.0,14.0,36.0,0.64,,Very high debt,1.0,37.0,"High leverage is structural for this sector, Weak ROE for a leveraged-balance-sheet business",33.9,11.0,"Low volume participation, Very high debt",45.04,Neutral,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 28.6% | Currently 100.0% through the range"
NH,Healthcare,Medical Care Facilities,1962.75,0.5,668.13,2359.4,193.77,16.81,60.54,1799.19,1762.18,1536521.95,372667.0,0.24,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",10.76,10.69,14.35,1.04,6.04,5.87,9.72,4.65,8.48,55.0,"Strong 1M absolute return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M",9.18,Profit Booking Zone,81.07,1741.29,1987.79,14.16,89.84,80.0% of closes stayed inside the range | Range width 14.2% | Currently 89.8% through the range,6.36,3.34,19.16,15.72,9.06,31.39,57.64,2.15,2.06,413.57,2340.22,,,45.2285,26.3467,8.1974,24.0,,37193.68,39.83,Pharma / Healthcare,10.0,15.0,12.0,0.0,7.0,44.0,0.86,,,2.0,46.0,General low-debt support,29.58,3.0,Low volume participation,45.04,Neutral,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Strong 1M absolute return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 14.2% | Currently 89.8% through the range"
MOTHERSON,Consumer Cyclical,Auto Parts,111.27,1.45,40.29,143.08,176.14,22.23,62.3,106.49,96.49,20801874.65,13388286.0,0.64,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",4.51,20.28,13.05,1.04,6.04,5.87,3.47,14.24,7.18,63.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M",17.21,Profit Booking Zone,82.47,94.48,108.61,14.96,100.0,80.0% of closes stayed inside the range | Range width 15.0% | Currently 100.0% through the range,2.23,0.82,4.66,2.77,-0.22,61.57,53.26,1.09,0.8,6480.89,19777.47,,,40.7452,24.4622,4.356,30.0,1.034,178504.36,43.82,Automobile,0.0,10.0,6.0,0.0,9.0,25.0,0.86,,Revenue contraction,2.0,27.0,General low-debt support,30.17,0.0,,43.48,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 15.0% | Currently 100.0% through the range"
IDEA,Communication Services,Telecom Services,10.08,0.3,5.7,19.18,76.84,47.45,55.22,9.19,7.76,487264912.6,392221239.0,0.8,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",6.78,50.22,41.57,1.04,6.04,5.87,5.74,44.18,35.7,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",6.67,Profit Booking Zone,78.86,6.56,9.97,51.98,100.0,81.7% of closes stayed inside the range | Range width 52.0% | Currently 100.0% through the range,6.7,-2.93,-7.9,-49.46,1.47,16.4,-282.85,0.46,0.46,868.1,233241.8,,,3.6885,-8.9483,-4.0872,,0.436,146263.1,45.2,Telecom,0.0,8.0,9.0,0.0,8.0,25.0,0.79,,Negative net margin,2.0,27.0,General low-debt support,25.08,8.0,Negative net margin,43.46,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 81.7% of closes stayed inside the range | Range width 52.0% | Currently 100.0% through the range"
BPCL,Energy,Oil & Gas Refining & Marketing,357.56,3.32,121.3,371.08,194.77,3.64,59.86,332.69,297.75,9875113.05,7651793.0,0.77,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move",10.17,20.25,18.42,1.04,6.04,5.87,9.13,14.21,12.55,80.0,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",13.33,Profit Booking Zone,84.98,297.34,354.6,19.26,100.0,80.0% of closes stayed inside the range | Range width 19.3% | Currently 100.0% through the range,,,,,,,,,,,,,,7.9033,7.9415,1.3525,6.29,0.873,135440.94,12.75,Energy / Utilities,0.0,0.0,0.0,0.0,12.0,12.0,0.21,,,0.0,12.0,,36.78,4.0,Limited fundamental data coverage,43.22,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move, Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 19.3% | Currently 100.0% through the range"
VEDL,Basic Materials,Other Industrial Metals & Mining,507.82,2.31,163.09,526.7,211.38,3.59,57.65,479.32,428.58,9466843.1,7777469.0,0.82,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move",2.76,20.57,21.69,1.04,6.04,5.87,1.72,14.53,15.82,78.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",6.9,Profit Booking Zone,84.76,415.44,501.47,20.71,100.0,80.0% of closes stayed inside the range | Range width 20.7% | Currently 100.0% through the range,,,,,,,,,,,,,,12.0753,8.5779,2.169,12.36,0.363,107694.43,53.91,Metals / Mining,0.0,0.0,0.0,0.0,15.0,15.0,0.21,,,0.0,15.0,,24.87,4.0,Limited fundamental data coverage,41.98,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 20.7% | Currently 100.0% through the range"
ONGC,Energy,Oil & Gas Integrated,242.01,0.96,96.9,310.8,149.75,22.14,55.36,235.76,229.66,8479697.35,7232643.0,0.85,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",1.29,8.93,5.12,1.04,6.04,5.87,0.25,2.89,-0.75,38.0,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",50.0,Profit Booking Zone,83.43,222.44,241.57,8.6,100.0,80.0% of closes stayed inside the range | Range width 8.6% | Currently 100.0% through the range,2.93,1.38,20.55,6.83,-3.19,10.0,47.86,0.87,0.54,6475.96,176017.8,,,6.909,5.754,0.809,6.06,0.107,300731.57,35.33,Energy / Utilities,8.0,5.0,7.0,0.0,15.0,35.0,0.86,,Revenue contraction,2.0,37.0,General low-debt support,36.78,0.0,,41.72,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 8.6% | Currently 100.0% through the range"
HINDALCO,Basic Materials,Aluminum,796.64,1.45,350.03,859.52,127.59,7.31,52.08,781.38,686.79,7035758.15,3842280.0,0.55,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",-5.67,13.48,24.11,1.04,6.04,5.87,-6.71,7.44,18.24,35.0,"Positive 3M return, Positive 6M return, 6M Nifty outperformance",24.14,Profit Booking Zone,83.53,652.88,795.75,21.88,100.0,80.0% of closes stayed inside the range | Range width 21.9% | Currently 100.0% through the range,3.52,1.6,10.33,7.18,2.84,18.41,55.52,1.47,0.71,10944.0,74878.0,,,14.2245,9.717,1.7528,48.0,0.925,239409.43,31.31,Metals / Mining,6.0,8.0,6.0,0.0,15.0,35.0,0.86,,,2.0,37.0,General low-debt support,24.87,0.0,,41.68,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move, Positive 3M return, Positive 6M return, 6M Nifty outperformance, 80.0% of closes stayed inside the range | Range width 21.9% | Currently 100.0% through the range"
BHARATFORG,Consumer Cyclical,Auto Parts,1425.34,1.53,660.33,1777.61,115.85,19.82,67.89,1289.06,1194.69,1281049.4,567619.0,0.44,Bullish,55.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",9.42,27.53,15.11,1.04,6.04,5.87,8.38,21.49,9.24,73.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",12.3,Profit Booking Zone,82.1,1140.66,1339.4,17.42,100.0,80.0% of closes stayed inside the range | Range width 17.4% | Currently 100.0% through the range,3.2,1.44,12.02,7.42,3.15,5.47,71.13,1.1,0.66,777.83,6658.37,,,140.9275,43.1994,10.3879,41.0,0.54,99514.15,53.26,Automobile,6.0,4.0,6.0,0.0,5.0,21.0,0.86,,Very high PE,2.0,23.0,General low-debt support,30.17,3.0,Low volume participation,41.58,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 17.4% | Currently 100.0% through the range"
HUDCO,Financial Services,Credit Services,234.58,3.64,30.31,333.2,674.03,29.6,57.59,225.06,212.25,5605809.2,5617672.0,1.0,Bullish,65.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Normal volume support, Strong positive day move",6.3,16.09,2.28,1.04,6.04,5.87,5.26,10.05,-3.59,63.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M",23.37,Profit Booking Zone,84.83,205.19,232.4,13.26,100.0,80.0% of closes stayed inside the range | Range width 13.3% | Currently 100.0% through the range,3.94,0.48,,68.36,21.31,12.63,703.27,,,156.55,126837.58,,,9.2171,8.0304,1.7552,3.06,0.837,38582.62,99.96,Financial Services,6.0,13.0,0.0,0.0,15.0,34.0,0.64,,Very high debt,1.0,35.0,"High leverage is structural for this sector, Weak ROE for a leveraged-balance-sheet business",33.9,8.0,Very high debt,41.34,Weak,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Normal volume support, Strong positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 13.3% | Currently 100.0% through the range"
